experiment_run,text_id,simplified,raw_model_output,target_cefr,predicted_cefr,predicted_cefr_confidence,cefr_adj_accuracy,meaningbert_orig,bertscore_f1_orig,meaningbert_ref,bertscore_f1_ref,few_shot_example_ids
o3_1_shot_contrastive_confidence_20250816-002914,17-a2,"When we work with people from other places, they may want different things and act in different ways. If we remember this, we can avoid many communication problems. But we should not think that all people from one country are the same. Such simple ideas, called stereotypes, can damage business friendships.

Our country can shape how we think and act, but many other things also shape us. These include the area where we live, our friends and groups, our age, whether we are male or female, the company we work for, and our own life stories.

So, yes, we should keep these possible differences in mind, but we should never put every person from one nation in the same box.","When we work with people from other places, they may want different things and act in different ways. If we remember this, we can avoid many communication problems. But we should not think that all people from one country are the same. Such simple ideas, called stereotypes, can damage business friendships.

Our country can shape how we think and act, but many other things also shape us. These include the area where we live, our friends and groups, our age, whether we are male or female, the company we work for, and our own life stories.

So, yes, we should keep these possible differences in mind, but we should never put every person from one nation in the same box.",A2,B1,0.9999,1,0.536,0.8882,0.6639,0.9033,"['14-a2', '18-b1']"
o3_1_shot_contrastive_confidence_20250816-002914,17-b1,"If we understand that people may have different expectations and ways of behaving, we can avoid many misunderstandings. But we must also remember that cultural stereotypes can damage good business relationships. Our national culture can influence how we think and act, yet it is not the only factor. We are also shaped by the region we come from, the groups we belong to, our age and gender, the culture of our workplace, and our own life experiences. So we should keep these possible differences in mind, but we should not use them to label everyone from the same country in the same way.","If we understand that people may have different expectations and ways of behaving, we can avoid many misunderstandings. But we must also remember that cultural stereotypes can damage good business relationships. Our national culture can influence how we think and act, yet it is not the only factor. We are also shaped by the region we come from, the groups we belong to, our age and gender, the culture of our workplace, and our own life experiences. So we should keep these possible differences in mind, but we should not use them to label everyone from the same country in the same way.",B1,B1,0.9984,1,0.8476,0.9245,0.8654,0.9223,"['14-a2', '18-b1']"
o3_1_shot_contrastive_confidence_20250816-002914,18-a2,"Bruce Springsteen is a very famous singer. Many famous singers stop making popular music when they get old. Springsteen is different. He still makes new songs that go straight to number one. He can still fill big stadiums with fans, even though he is almost 70 years old.  

This does not surprise me. Springsteen tells clear, important stories about normal life. If you listen to his song “Born in the USA”, you can hear these stories. They are still important today.","Bruce Springsteen is a very famous singer. Many famous singers stop making popular music when they get old. Springsteen is different. He still makes new songs that go straight to number one. He can still fill big stadiums with fans, even though he is almost 70 years old.  

This does not surprise me. Springsteen tells clear, important stories about normal life. If you listen to his song “Born in the USA”, you can hear these stories. They are still important today.",A2,A2,0.9997,1,0.6607,0.8933,0.7119,0.9066,"['14-a2', '18-b1']"
o3_1_shot_contrastive_confidence_20250816-002914,18-b1,"Unlike many other top-selling musicians, Bruce Springsteen is still bringing out new songs that reach the top of the charts and fill huge stadiums, even though he is almost 70. This does not surprise me. He is a songwriter who tells the basic stories of our lives, and if you listen to “Born in the USA,” you can hear that these stories are still important today.","Unlike many other top-selling musicians, Bruce Springsteen is still bringing out new songs that reach the top of the charts and fill huge stadiums, even though he is almost 70. This does not surprise me. He is a songwriter who tells the basic stories of our lives, and if you listen to “Born in the USA,” you can hear that these stories are still important today.",B1,B1,0.9999,1,0.8509,0.9318,0.8487,0.9201,"['14-a2', '13-b1']"
o3_1_shot_contrastive_confidence_20250816-002914,19-a2,"Scientists want to know how our genes help us speak. Genes are tiny parts inside our bodies that we get from our parents. Sometimes a gene can change. Scientists ask: did a special change in a gene give people the power to use language? They found one gene that changed a very long time ago, about 200,000 to 100,000 years ago. This change seems to help humans move the mouth and face to make words. Monkeys have almost the same gene, but their gene did not change. We still do not know exactly how much genes affect language. Maybe one day we will read our DNA, the small code in our cells, and find the full answer.","Scientists want to know how our genes help us speak. Genes are tiny parts inside our bodies that we get from our parents. Sometimes a gene can change. Scientists ask: did a special change in a gene give people the power to use language? They found one gene that changed a very long time ago, about 200,000 to 100,000 years ago. This change seems to help humans move the mouth and face to make words. Monkeys have almost the same gene, but their gene did not change. We still do not know exactly how much genes affect language. Maybe one day we will read our DNA, the small code in our cells, and find the full answer.",A2,B1,0.9999,1,0.6211,0.9081,0.5758,0.8967,"['14-a2', '18-b1']"
o3_1_shot_contrastive_confidence_20250816-002914,19-b1,"Scientists still have many questions about how our genes affect brain growth and language. They ask whether some genes changed in the past and gave humans the special ability to speak. One study found a change in a gene that happened about 200,000 to 100,000 years ago. This change seems linked to speaking and to how the brain controls the mouth and face. Monkeys have a similar gene, but their gene did not change in this way. We still do not know exactly how much genes shape language, but scientists think the full answer will one day be found in our DNA.","Scientists still have many questions about how our genes affect brain growth and language. They ask whether some genes changed in the past and gave humans the special ability to speak. One study found a change in a gene that happened about 200,000 to 100,000 years ago. This change seems linked to speaking and to how the brain controls the mouth and face. Monkeys have a similar gene, but their gene did not change in this way. We still do not know exactly how much genes shape language, but scientists think the full answer will one day be found in our DNA.",B1,B1,1.0,1,0.7023,0.9387,0.7166,0.9182,"['14-a2', '18-b1']"
o3_1_shot_contrastive_confidence_20250816-002914,20-a2,"Julie Wong is a scientist who works with robots and artificial intelligence (AI). She has written or helped to write more than 50 science papers, and many other scientists read them. Julie often gives talks at big meetings in many countries. In 2012 she got an important prize from the Royal Academy called the Simone Fielding fellowship. Julie lives with her family in a smart home. This is a house where computers control the lights, heat and other things. She planned the house herself.","Julie Wong is a scientist who works with robots and artificial intelligence (AI). She has written or helped to write more than 50 science papers, and many other scientists read them. Julie often gives talks at big meetings in many countries. In 2012 she got an important prize from the Royal Academy called the Simone Fielding fellowship. Julie lives with her family in a smart home. This is a house where computers control the lights, heat and other things. She planned the house herself.",A2,A2,0.9986,1,0.7388,0.9121,0.7011,0.906,"['14-a2', '18-b1']"
o3_1_shot_contrastive_confidence_20250816-002914,20-b1,"Julie Wong is a top researcher in Robotics and Artificial Intelligence (AI). She has written or co-written more than 50 papers that were published in respected scientific journals, after being checked by other experts. She often speaks at international conferences, and in 2012 she received the famous Royal Academy Simone Fielding fellowship. Julie lives with her family in a smart home that she designed herself.","Julie Wong is a top researcher in Robotics and Artificial Intelligence (AI). She has written or co-written more than 50 papers that were published in respected scientific journals, after being checked by other experts. She often speaks at international conferences, and in 2012 she received the famous Royal Academy Simone Fielding fellowship. Julie lives with her family in a smart home that she designed herself.",B1,B1,0.997,1,0.9419,0.9511,0.8554,0.9326,"['14-a2', '18-b1']"
o3_2_shot_confidence_20250816-092338,01-a2,"NASA is now trying to find and list smaller asteroids. These rocks are about 140 metres wide or more. Scientists think there are about 25,000 of them. NASA has found about 8,000 so far, so around 17,000 are still not on the list. A much smaller asteroid, only 19 metres wide, broke in the sky over Chelyabinsk, a city in Russia, in 2013 and hurt 1,200 people. This shows that if one of the bigger asteroids comes close to Earth, it could be very dangerous.","NASA is now trying to find and list smaller asteroids. These rocks are about 140 metres wide or more. Scientists think there are about 25,000 of them. NASA has found about 8,000 so far, so around 17,000 are still not on the list. A much smaller asteroid, only 19 metres wide, broke in the sky over Chelyabinsk, a city in Russia, in 2013 and hurt 1,200 people. This shows that if one of the bigger asteroids comes close to Earth, it could be very dangerous.",A2,B1,0.9957,1,0.6886,0.9281,0.689,0.9259,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,01-b1,"NASA is now trying to find and list smaller asteroids that are 140 metres wide or larger. Experts think there are about 25,000 of these asteroids. So far, they have recorded about 8,000, which means 17,000 are still unknown. In 2013, a 19-metre asteroid exploded over the city of Chelyabinsk in Russia and injured 1,200 people. This shows that these middle-sized asteroids could be very dangerous if they come near Earth.","NASA is now trying to find and list smaller asteroids that are 140 metres wide or larger. Experts think there are about 25,000 of these asteroids. So far, they have recorded about 8,000, which means 17,000 are still unknown. In 2013, a 19-metre asteroid exploded over the city of Chelyabinsk in Russia and injured 1,200 people. This shows that these middle-sized asteroids could be very dangerous if they come near Earth.",B1,B2,0.9999,1,0.8326,0.9488,0.8478,0.9164,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,02-a2,"Earthquakes can hurt buildings and bridges. But bridges do not fall down very often, especially new ones. Today, engineers build bridges in places where the ground shakes less. This helps the bridges stay strong.","Earthquakes can hurt buildings and bridges. But bridges do not fall down very often, especially new ones. Today, engineers build bridges in places where the ground shakes less. This helps the bridges stay strong.",A2,A2,0.9977,1,0.6449,0.9149,0.598,0.918,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,02-b1,"Earthquakes can damage all types of buildings, including bridges. Fortunately, modern bridges do not collapse very often. Engineers now build bridges in earthquake areas on ground that is stronger and moves less.","Earthquakes can damage all types of buildings, including bridges. Fortunately, modern bridges do not collapse very often. Engineers now build bridges in earthquake areas on ground that is stronger and moves less.",B1,B1,1.0,1,0.8579,0.9448,0.9453,0.9554,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,03-a2,"The Hunger Games happen once every year. The Capitol, the strong city that rules the country, uses these games to punish the 12 districts because they tried to fight against it in the past. Each year, one boy and one girl from every district are picked by chance. The children are 12 to 18 years old. These young people, called “tributes,” must fight until only one person is still alive. Everyone in the country has to watch the games on TV.","The Hunger Games happen once every year. The Capitol, the strong city that rules the country, uses these games to punish the 12 districts because they tried to fight against it in the past. Each year, one boy and one girl from every district are picked by chance. The children are 12 to 18 years old. These young people, called “tributes,” must fight until only one person is still alive. Everyone in the country has to watch the games on TV.",A2,A2,0.9999,1,0.6767,0.9255,0.7977,0.9023,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,03-b1,"The Hunger Games take place once every year. The Capitol holds them to remind the districts that they are still being punished for fighting against the government in the past. Each year, a random draw picks one boy and one girl aged 12 to 18 from every district. These teenagers must fight each other until only one person is still alive. They are called “tributes”. Everyone in the country has to watch the Games on TV.","The Hunger Games take place once every year. The Capitol holds them to remind the districts that they are still being punished for fighting against the government in the past. Each year, a random draw picks one boy and one girl aged 12 to 18 from every district. These teenagers must fight each other until only one person is still alive. They are called “tributes”. Everyone in the country has to watch the Games on TV.",B1,A2,0.9999,1,0.7098,0.9437,0.6397,0.928,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,04-a2,"In many cities we often see small animals. We see birds, squirrels, mice and insects. This is normal.  

But in the last few years, newspapers tell a new story. More and more big wild animals are coming into cities. In Vancouver, Canada, people saw bears in the parks. In Mumbai, India, leopards walked on the streets. In Berlin, Germany, wild pigs entered gardens.  

What happens when these big animals visit our cities? Do people welcome them, or do people think they are dangerous and a problem?","In many cities we often see small animals. We see birds, squirrels, mice and insects. This is normal.  

But in the last few years, newspapers tell a new story. More and more big wild animals are coming into cities. In Vancouver, Canada, people saw bears in the parks. In Mumbai, India, leopards walked on the streets. In Berlin, Germany, wild pigs entered gardens.  

What happens when these big animals visit our cities? Do people welcome them, or do people think they are dangerous and a problem?",A2,A2,0.9999,1,0.6805,0.9225,0.7105,0.9146,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,04-b1,"Many cities and towns already have small animals like birds, squirrels, mice and insects. But in the last few years, newspapers all over the world say that more and more large wild animals are coming into cities. We have seen bears in parks in Vancouver, leopards on the streets of Mumbai and wild pigs in gardens in Berlin. So what happens when these bigger animals enter our cities? Do people welcome them, or do they think the animals are dangerous pests?","Many cities and towns already have small animals like birds, squirrels, mice and insects. But in the last few years, newspapers all over the world say that more and more large wild animals are coming into cities. We have seen bears in parks in Vancouver, leopards on the streets of Mumbai and wild pigs in gardens in Berlin. So what happens when these bigger animals enter our cities? Do people welcome them, or do they think the animals are dangerous pests?",B1,B1,1.0,1,0.8166,0.9496,0.837,0.947,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,05-a2,"A “Potentially Hazardous Asteroid” is a big rock in space that can come close to Earth, about 7.5 million kilometres away. NASA, the American space agency, has made a map of 1,400 of these rocks. Scientists say none of them will hit Earth in the next 100 years. With today’s computers and telescopes, NASA can watch these asteroids and guess where they will go. If one ever looks dangerous, NASA has two ways to push it away from our planet.","A “Potentially Hazardous Asteroid” is a big rock in space that can come close to Earth, about 7.5 million kilometres away. NASA, the American space agency, has made a map of 1,400 of these rocks. Scientists say none of them will hit Earth in the next 100 years. With today’s computers and telescopes, NASA can watch these asteroids and guess where they will go. If one ever looks dangerous, NASA has two ways to push it away from our planet.",A2,B2,0.9976,0,0.8251,0.9082,0.6578,0.9111,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,05-b1,"‘Potentially Hazardous Asteroids’ (PHAs) are space rocks that can pass within about 7.5 million kilometres of Earth’s path around the Sun. NASA has made a list of about 1,400 of these asteroids, and none of them should hit Earth in the next 100 years. With today’s technology, NASA can watch these rocks and predict if they might crash into us. If one ever looks dangerous, scientists have two possible ways to stop it.","‘Potentially Hazardous Asteroids’ (PHAs) are space rocks that can pass within about 7.5 million kilometres of Earth’s path around the Sun. NASA has made a list of about 1,400 of these asteroids, and none of them should hit Earth in the next 100 years. With today’s technology, NASA can watch these rocks and predict if they might crash into us. If one ever looks dangerous, scientists have two possible ways to stop it.",B1,B2,0.9995,1,0.8465,0.916,0.8162,0.9289,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,06-a2,"One night in 2003, Suzanne Collins kept changing TV channels. At that time, the United States had started a war in Iraq. On TV she saw only two kinds of shows. One kind was reality shows where young people tried to win one million dollars. The other kind was news about the war. Suzanne watched these shows one after the other, and in her mind they mixed together. This felt strange and worrying. From this moment, she got the idea for her book, The Hunger Games.","One night in 2003, Suzanne Collins kept changing TV channels. At that time, the United States had started a war in Iraq. On TV she saw only two kinds of shows. One kind was reality shows where young people tried to win one million dollars. The other kind was news about the war. Suzanne watched these shows one after the other, and in her mind they mixed together. This felt strange and worrying. From this moment, she got the idea for her book, The Hunger Games.",A2,A2,0.9983,1,0.729,0.9225,0.7663,0.9161,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,06-b1,"One night in 2003, Suzanne Collins was changing TV channels. It was during the US attack on Iraq. She could only find two kinds of shows. One kind was reality shows where young people tried to win a million dollars. The other kind was news about the war. Suzanne felt these two shows mixed together in a worrying way. From this feeling, she got the idea for her book “The Hunger Games.”","One night in 2003, Suzanne Collins was changing TV channels. It was during the US attack on Iraq. She could only find two kinds of shows. One kind was reality shows where young people tried to win a million dollars. The other kind was news about the war. Suzanne felt these two shows mixed together in a worrying way. From this feeling, she got the idea for her book “The Hunger Games.”",B1,B1,0.9992,1,0.8104,0.942,0.8458,0.9272,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,07-a2,"Life of Pi is a famous book. It tells a very exciting story about Pi, a teenage boy from India. A big storm sinks his ship. He is alone in a small boat on the Pacific Ocean. A large, dangerous tiger is in the boat with him. 

The book is the third book by a Canadian writer, Yann Martel. It was published in 2001. Since then, people all over the world have bought more than seven million copies. The book has won many prizes and people can read it in 41 different languages.

The writer, Yann Martel, is the son of a diplomat. When he was a child, he lived in Costa Rica, Canada, France, and Mexico.","Life of Pi is a famous book. It tells a very exciting story about Pi, a teenage boy from India. A big storm sinks his ship. He is alone in a small boat on the Pacific Ocean. A large, dangerous tiger is in the boat with him. 

The book is the third book by a Canadian writer, Yann Martel. It was published in 2001. Since then, people all over the world have bought more than seven million copies. The book has won many prizes and people can read it in 41 different languages.

The writer, Yann Martel, is the son of a diplomat. When he was a child, he lived in Costa Rica, Canada, France, and Mexico.",A2,A2,1.0,1,0.8269,0.934,0.663,0.9273,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,07-b1,"The Life of Pi is a story about Pi, a teenage boy from India. After a ship accident, he ends up alone in a small lifeboat in the Pacific Ocean with a very dangerous tiger. The book was written by Canadian writer Yann Martel and was first published in 2001. Since then, it has sold more than seven million copies around the world, won many prizes, and been translated into 41 languages. Martel’s father was a diplomat, so when Yann was a child he lived in Costa Rica, Canada, France, and Mexico.","The Life of Pi is a story about Pi, a teenage boy from India. After a ship accident, he ends up alone in a small lifeboat in the Pacific Ocean with a very dangerous tiger. The book was written by Canadian writer Yann Martel and was first published in 2001. Since then, it has sold more than seven million copies around the world, won many prizes, and been translated into 41 languages. Martel’s father was a diplomat, so when Yann was a child he lived in Costa Rica, Canada, France, and Mexico.",B1,A2,0.9966,1,0.8532,0.9625,0.8653,0.946,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,08-a2,"If you dream about getting a phone call from an old friend, or about someone you know dying, it is usually just chance, not a real sign of the future. Also, we often forget the many times we dream about such things and they do not happen.","If you dream about getting a phone call from an old friend, or about someone you know dying, it is usually just chance, not a real sign of the future. Also, we often forget the many times we dream about such things and they do not happen.",A2,B1,1.0,1,0.7624,0.8892,0.8142,0.8787,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,08-b1,"If you dream that an old friend will call you, or that someone close to you will die, it is probably just chance, not a real prediction. We also usually forget the many times we have these dreams and nothing happens.","If you dream that an old friend will call you, or that someone close to you will die, it is probably just chance, not a real prediction. We also usually forget the many times we have these dreams and nothing happens.",B1,B1,0.9999,1,0.8151,0.908,0.868,0.9181,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,09-a2,"Sometimes a bridge falls down and no one knows the reason. Engineers must study the bridge carefully to find out why. Sometimes the builders used weak materials. Sometimes one important piece of the bridge was broken. Other times the bridge was made to carry only a small weight, and something heavier was put on it.","Sometimes a bridge falls down and no one knows the reason. Engineers must study the bridge carefully to find out why. Sometimes the builders used weak materials. Sometimes one important piece of the bridge was broken. Other times the bridge was made to carry only a small weight, and something heavier was put on it.",A2,B1,0.9999,1,0.5475,0.9024,0.8229,0.9132,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,09-b1,"Sometimes a bridge falls down and people do not know why at first. Engineers discover the reason only after they study the bridge carefully. A collapse can happen if builders used weak or low-quality materials, or if an important part of the bridge had a fault. It can also happen if the bridge was made to carry only a limited weight but was forced to carry more.","Sometimes a bridge falls down and people do not know why at first. Engineers discover the reason only after they study the bridge carefully. A collapse can happen if builders used weak or low-quality materials, or if an important part of the bridge had a fault. It can also happen if the bridge was made to carry only a limited weight but was forced to carry more.",B1,B1,0.9938,1,0.6362,0.9243,0.7101,0.9276,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,10-a2,"I used to work five days a week, Monday to Friday. Then I stayed home for some months to look after my new baby. When I went back to work, I wanted more time with my children before they start school. I talked with my boss, and we agreed that I would work only three days each week. Because I work fewer days, I now get less money. But my work has not become smaller. I still have to finish five days of work in only three days, and I am paid much less.","I used to work five days a week, Monday to Friday. Then I stayed home for some months to look after my new baby. When I went back to work, I wanted more time with my children before they start school. I talked with my boss, and we agreed that I would work only three days each week. Because I work fewer days, I now get less money. But my work has not become smaller. I still have to finish five days of work in only three days, and I am paid much less.",A2,A2,1.0,1,0.699,0.9082,0.8513,0.9275,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,10-b1,"I used to work five days each week. After my parental leave, I wanted more time with my children before they start school. I talked with my boss and we agreed that I would work only three days a week. Because of this, my pay also went down, since I am paid for the hours I work. But my amount of work has not gone down at all. I am now doing the same five days of work in just three days, and I earn less money for it.","I used to work five days each week. After my parental leave, I wanted more time with my children before they start school. I talked with my boss and we agreed that I would work only three days a week. Because of this, my pay also went down, since I am paid for the hours I work. But my amount of work has not gone down at all. I am now doing the same five days of work in just three days, and I earn less money for it.",B1,B1,0.9999,1,0.8708,0.929,0.8038,0.9302,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,11-a2,"Today, many businesses work with people in other countries. Most business people use English, but the small rules of speaking and writing can change from culture to culture. If we do not understand these rules, we may judge people in a wrong way. We can also make mistakes and stop good communication. Below are three simple areas of business manners that are different around the world. They can help you when you work with someone from another culture.","Today, many businesses work with people in other countries. Most business people use English, but the small rules of speaking and writing can change from culture to culture. If we do not understand these rules, we may judge people in a wrong way. We can also make mistakes and stop good communication. Below are three simple areas of business manners that are different around the world. They can help you when you work with someone from another culture.",A2,A2,0.9948,1,0.6088,0.909,0.6014,0.9134,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,11-b1,"Today, many businesses work with people in other countries. Most business people use English, but the style and rules of business talking can change a lot from one culture to another. If we do not understand these cultural rules, we can judge people unfairly, misunderstand them, or fail to communicate well. Here are three simple areas where business manners differ around the world. Knowing them can help you when you work with someone from a different culture.","Today, many businesses work with people in other countries. Most business people use English, but the style and rules of business talking can change a lot from one culture to another. If we do not understand these cultural rules, we can judge people unfairly, misunderstand them, or fail to communicate well. Here are three simple areas where business manners differ around the world. Knowing them can help you when you work with someone from a different culture.",B1,A2,0.9993,1,0.6647,0.917,0.6995,0.9171,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,12-a2,"About 100,000 to 50,000 years ago, people left the first clear signs of their lives. For example, they drew pictures on cave walls. We do not know how this is linked to language. Human brains did not suddenly grow larger, but people did become more advanced and clever. Did using language help the brain to grow? Or did the smarter brain help people start to use language?","About 100,000 to 50,000 years ago, people left the first clear signs of their lives. For example, they drew pictures on cave walls. We do not know how this is linked to language. Human brains did not suddenly grow larger, but people did become more advanced and clever. Did using language help the brain to grow? Or did the smarter brain help people start to use language?",A2,B1,1.0,1,0.8352,0.9332,0.666,0.9206,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,12-b1,"Between 100,000 and 50,000 years ago, we start to see early signs of human civilisation. One sign is cave paintings. Scientists do not know how this is connected to language. Human brains did not suddenly get bigger, but people did become more complex and smarter. Did the use of language help their brains grow? Or did their smarter brains help them create language?","Between 100,000 and 50,000 years ago, we start to see early signs of human civilisation. One sign is cave paintings. Scientists do not know how this is connected to language. Human brains did not suddenly get bigger, but people did become more complex and smarter. Did the use of language help their brains grow? Or did their smarter brains help them create language?",B1,A2,0.9993,1,0.9377,0.9569,0.9091,0.9571,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,13-a2,"For the last ten years, many big supermarket companies have had problems. People say they throw away a lot of food, pay farmers too little money, and use too much plastic wrapping. This plastic harms our planet. Now the supermarkets are starting to listen. Many shoppers are angry about plastic waste. Because of this, some of the biggest UK supermarkets have made a new promise. They will change their packaging and use less plastic.","For the last ten years, many big supermarket companies have had problems. People say they throw away a lot of food, pay farmers too little money, and use too much plastic wrapping. This plastic harms our planet. Now the supermarkets are starting to listen. Many shoppers are angry about plastic waste. Because of this, some of the biggest UK supermarkets have made a new promise. They will change their packaging and use less plastic.",A2,A2,0.99,1,0.7052,0.9122,0.7212,0.9142,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,13-b1,"Many big supermarket chains have been criticised in the last ten years for unfair behaviour. They have thrown away a lot of food, paid their suppliers too little, and used too much plastic in their packaging. This plastic harms the environment. Now, supermarkets and grocery stores are starting to listen. Because many shoppers are angry about the large amount of plastic waste, several of the biggest UK supermarkets have agreed to a plan. They promise to change their packaging and reduce plastic waste.","Many big supermarket chains have been criticised in the last ten years for unfair behaviour. They have thrown away a lot of food, paid their suppliers too little, and used too much plastic in their packaging. This plastic harms the environment. Now, supermarkets and grocery stores are starting to listen. Because many shoppers are angry about the large amount of plastic waste, several of the biggest UK supermarkets have agreed to a plan. They promise to change their packaging and reduce plastic waste.",B1,B1,1.0,1,0.796,0.936,0.819,0.92,"['18-b1', '09-b1']"
o3_2_shot_confidence_20250816-092338,14-a2,"Wasfia Nazreen is from Bangladesh. When she was a little girl, she saw a foreign visitor playing with a hula hoop. Wasfia wanted to play too, but many people in her country said girls should not use hula hoops or ride bicycles. So she only watched.

Now Wasfia is a brave woman. She has climbed the highest mountain on every continent. These seven mountains are called the Seven Summits. Two of them are Everest and Kilimanjaro. Wasfia is also the first person to hula-hoop on the top of each mountain.

She does this to give courage to women and girls in Bangladesh. She wants to show that girls can enjoy sport too.","Wasfia Nazreen is from Bangladesh. When she was a little girl, she saw a foreign visitor playing with a hula hoop. Wasfia wanted to play too, but many people in her country said girls should not use hula hoops or ride bicycles. So she only watched.

Now Wasfia is a brave woman. She has climbed the highest mountain on every continent. These seven mountains are called the Seven Summits. Two of them are Everest and Kilimanjaro. Wasfia is also the first person to hula-hoop on the top of each mountain.

She does this to give courage to women and girls in Bangladesh. She wants to show that girls can enjoy sport too.",A2,A2,1.0,1,0.7016,0.9214,0.6434,0.8914,"['20-a2', '07-a2']"
o3_2_shot_confidence_20250816-092338,14-b1,"Wasfia Nazreen first saw a hula hoop when she was a small girl in Bangladesh. A foreign child who was visiting was playing with one. Wasfia only watched, because many people in her country believed that girls should not use hula hoops or ride bicycles.  

Today, Wasfia is one of the few people who has climbed all Seven Summits, the highest mountains on each continent, including Everest and Kilimanjaro. She is also the first person to hula-hoop on the top of every one of these mountains.  

She does this to give strength and confidence to women and girls in Bangladesh, where many people still say that sport is not for them.","Wasfia Nazreen first saw a hula hoop when she was a small girl in Bangladesh. A foreign child who was visiting was playing with one. Wasfia only watched, because many people in her country believed that girls should not use hula hoops or ride bicycles.  

Today, Wasfia is one of the few people who has climbed all Seven Summits, the highest mountains on each continent, including Everest and Kilimanjaro. She is also the first person to hula-hoop on the top of every one of these mountains.  

She does this to give strength and confidence to women and girls in Bangladesh, where many people still say that sport is not for them.",B1,A2,0.9954,1,0.7345,0.9423,0.7192,0.9067,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,15-a2,"Our study gives us some clear ideas.

First, Girox Foods should think more about its workers.

The company can help workers in many ways.

It can allow workers to choose their work hours, so they can start and finish at times that are good for them.

It can also let workers do their jobs from any place they like, for example from home.

Managers should give workers new tasks that let them learn and grow.

When workers do a good job, managers should say “well done” and thank them.

The company should spend more money on training, especially training about how to talk and work with people from other countries and cultures.

All these steps will help workers feel happy and do their best work.","Our study gives us some clear ideas.

First, Girox Foods should think more about its workers.

The company can help workers in many ways.

It can allow workers to choose their work hours, so they can start and finish at times that are good for them.

It can also let workers do their jobs from any place they like, for example from home.

Managers should give workers new tasks that let them learn and grow.

When workers do a good job, managers should say “well done” and thank them.

The company should spend more money on training, especially training about how to talk and work with people from other countries and cultures.

All these steps will help workers feel happy and do their best work.",A2,A2,0.9306,1,0.6326,0.8766,0.6638,0.8915,"['14-a2', '20-a2']"
o3_2_shot_confidence_20250816-092338,15-b1,"From what we have learned, we advise Girox Foods to use a management style that focuses more on people. We should look for ways to give workers more flexible hours and let them work from places they choose. Managers should find different ways to give staff new challenges and praise them for good work. We should also spend more money on training, especially in social and cross-cultural communication. This will help create a better workplace where employees can do their best.","From what we have learned, we advise Girox Foods to use a management style that focuses more on people. We should look for ways to give workers more flexible hours and let them work from places they choose. Managers should find different ways to give staff new challenges and praise them for good work. We should also spend more money on training, especially in social and cross-cultural communication. This will help create a better workplace where employees can do their best.",B1,B1,0.9995,1,0.8578,0.9333,0.8292,0.9215,"['18-b1', '13-b1']"
o3_2_shot_confidence_20250816-092338,16-a2,"Two hundred years ago, medicine was not very good. Many small children died. Later, machines and health care improved. Fewer babies died, so families became larger and the world population grew quickly. Many children lived, became adults, and had their own children.

In the 1960s, birth-control methods became easy to get. After that, women started to have fewer children. The number went down from about six babies per woman to about two.","Two hundred years ago, medicine was not very good. Many small children died. Later, machines and health care improved. Fewer babies died, so families became larger and the world population grew quickly. Many children lived, became adults, and had their own children.

In the 1960s, birth-control methods became easy to get. After that, women started to have fewer children. The number went down from about six babies per woman to about two.",A2,A2,0.9998,1,0.7118,0.9139,0.8503,0.9149,"['14-a2', '20-a2']"
